1_1117	4_1274	657	80.18
1_1117	5_930	646	76.48
1_1118	2_1511	298	100
1_1118	3_1006	295	99.26
1_1118	4_1275	276	90.51
1_1118	5_931	270	89.63
1_1119	2_1510	786	100
1_1119	3_1007	786	100
1_1119	4_1276	777	98.28
1_1119	5_932	758	96.06
1_112	2_1081	623	100
1_112	3_1836	620	99.68
1_112	4_259	564	88.71
1_112	5_1243	570	89.03
1_1120	2_1509	301	100
1_1120	3_1008	301	100
1_1120	4_1277	301	100
1_1120	5_933	298	98.73
1_1121	2_1508	2124	100
1_1121	3_1009	2122	99.82
1_1121	4_1278	2103	98.89
1_1121	5_934	2095	98.43
1_1122	2_1507	927	100
1_1122	3_1010	926	99.78
1_1122	4_1279	917	98.69
1_1122	5_935	909	96.95
1_1123	2_1506	283	100
1_1123	3_1011	283	100
1_1123	4_1280	278	98.67
1_1123	5_936	276	98
1_1124	2_1505	635	100
1_1124	3_1012	635	100
1_1124	4_1281	609	95.58
1_1124	5_937	624	97.79
1_1125	2_1504	632	100
1_1125	3_1013	630	99.68
1_1125	4_1282	586	91.69
1_1125	5_938	559	87.22
1_1126	2_1503	1229	100
1_1126	3_1014	1219	99.19
1_1126	4_1283	1039	83.41
1_1126	5_939	1125	90.92
1_1127	2_1502	1258	100
1_1127	3_1015	1258	100
1_1127	4_1284	1207	95.05
1_1127	5_940	1216	96.3
1_1128	2_1501	299	100
1_1128	3_1016	299	100
1_1128	4_1285	291	98
1_1128	5_941	296	98.66
1_1129	2_1500	185	100
1_1129	3_1017	185	100
1_1129	4_1286	183	98.94
1_1129	5_942	183	98.94
1_113	2_1082	380	100
1_113	3_1835	379	99.47
1_113	4_260	370	96.28
1_113	5_1244	368	86.12
1_1130	2_1499	390	100
1_1130	3_1018	390	100
1_1130	4_1287	379	96.6
1_1130	5_943	380	96.6
1_1131	2_1498	831	100
1_1131	3_1019	816	98.06
1_1131	4_1288	775	91.77
1_1131	5_944	768	91.28
1_1132	2_1497	566	100
1_1132	3_1020	553	97.53
1_1132	4_1289	520	90.46
1_1132	5_945	517	91.52
1_1133	2_1496	899	100
1_1133	3_1021	891	99.14
1_1133	4_1290	805	89.15
1_1133	5_946	811	89.44
1_1134	2_1495	1664	100
1_1134	3_1022	1642	98.26
1_1134	4_1291	1463	85.5
1_1134	5_947	1531	90.46
1_1135	2_1494	741	100
1_1135	3_1023	734	99.19
1_1135	4_1292	576	78.88
1_1135	5_948	641	86.02
1_1136	2_1493	780	100
1_1136	3_1024	778	99.74
1_1136	4_1293	650	82.7
1_1136	5_949	664	85.93
1_1137	2_1492	687	100
1_1137	3_1025	685	99.71
1_1137	4_1294	550	79.43
1_1137	5_950	590	86.57
1_1138	2_1491	535	100
1_1138	3_1026	533	99.62
1_1138	4_1295	454	84.03
1_1138	5_951	473	88.59
1_1139	2_1490	976	100
1_1139	3_1027	974	99.8
1_1139	4_1296	825	83.76
1_1139	5_952	862	86.93
1_114	2_1083	1234	100
1_114	3_1834	1234	100
1_114	4_261	1157	92.8
1_114	5_1245	1186	95.09
1_1140	2_1489	351	100
1_1140	3_1028	349	99.39
1_1140	4_1297	268	76.97
1_1140	5_953	279	76.36
1_1141	2_1488	906	100
1_1141	3_1029	901	99.55
1_1141	4_1298	632	69.91
1_1141	5_954	686	75.79
1_1142	2_1487	563	100
1_1142	3_1030	562	99.65
1_1142	4_1299	448	77.24
1_1142	5_955	463	80.62
1_1143	2_1486	354	100
1_1143	3_1031	354	100
1_1143	4_1300	291	84.27
1_1143	5_956	322	90.45
1_1144	2_1485	793	100
1_1144	3_1032	779	98.75
1_1144	4_1301	578	75.31
1_1144	5_957	633	79.3
1_1145	2_1484	946	100
1_1145	3_1033	943	99.79
1_1145	4_1302	791	81.63
1_1145	5_958	810	84.13
1_1146	2_1483	1943	100
1_1146	3_1034	1935	99.58
1_1146	4_1303	1923	98.94
1_1146	5_959	1734	88.08
1_1147	2_1482	689	100
1_1147	3_1035	644	93.66
1_1147	4_1304	605	87.92
1_1147	5_960	454	66.47
1_1148	2_1481	351	100
1_1148	3_1036	351	100
1_1148	4_1305	312	87.79
1_1148	5_961	319	90.7
1_1149	2_1480	578	100
1_1149	3_1037	578	100
1_1149	4_1306	547	93.4
1_1149	5_962	538	92.36
1_115	2_1084	776	100
1_115	3_1833	776	100
1_115	4_262	763	97.66
1_115	5_1246	759	97.66
1_1150	2_1479	446	100
1_1150	3_1038	446	100
1_1150	4_1307	433	96.44
1_1150	5_963	429	94.22
1_1151	2_1478	483	100
1_1151	3_1039	479	99.15
1_1151	4_1308	462	95.32
1_1151	5_964	436	89.79
1_1152	2_1477	565	100
1_1152	3_1040	565	100
1_1152	4_1309	562	99.31
1_1152	5_965	536	94.81
1_1153	2_1476	998	100
1_1153	3_1041	983	98.57
1_1153	4_1310	981	97.75
1_1153	5_966	884	88.52
1_1154	2_1475	658	100
1_1154	3_1042	658	100
1_1154	4_1311	655	99.7
1_1154	5_967	647	98.17
1_1155	2_1474	592	100
1_1155	3_1044	581	97.89
1_1155	4_1837	564	94.74
1_1155	5_1827	503	85.61
1_1156	2_1473	806	100
1_1156	3_1045	795	98.49
1_1156	4_1838	724	88.1
1_1156	5_1826	525	64.74
1_1157	2_1472	505	100
1_1157	3_1046	504	99.6
1_1157	4_1839	486	94.82
1_1157	5_1825	462	90.44
1_1158	2_1471	461	100
1_1158	3_1047	456	99.1
1_1158	4_1840	383	81.98
1_1158	5_1824	378	81
1_1159	2_1470	574	100
1_1159	3_1048	569	98.98
1_1159	4_1841	344	60.2
1_1159	5_1823	377	64.16
1_116	2_1085	429	100
1_116	3_1832	429	100
1_116	4_263	424	98.17
1_116	5_1247	416	95.87
1_1160	2_1469	486	100
1_1160	3_1049	486	100
1_1160	4_1842	299	61.94
1_1160	5_1822	332	69.64
1_1161	2_1468	285	100
1_1161	3_1050	283	99.31
1_1161	4_1843	241	83.45
1_1161	5_1821	252	86.21
1_1162	2_1467	1270	100
1_1162	3_1051	1262	99.37
1_1162	4_1844	1079	86.05
1_1162	5_1820	1067	84.95
1_1163	2_1466	996	100
1_1163	3_1052	991	99.6
1_1163	4_1845	822	82.57
1_1163	5_1819	850	85.37
1_1164	2_1465	299	100
1_1164	3_1053	299	100
1_1164	4_1846	265	87.16
1_1164	5_1818	267	89.86
1_1165	2_1464	211	100
1_1165	3_1054	211	100
1_1165	4_1847	163	82.52
1_1165	5_1817	185	90.29
1_1166	2_1463	1689	100
1_1166	3_1055	1687	99.88
1_1166	4_1848	1622	94.12
1_1166	5_1816	1592	92.65
1_1167	2_1462	142	100
1_1167	3_1056	142	100
1_1167	4_1849	142	100
1_1167	5_1815	142	100
1_1168	2_1461	229	100
1_1168	3_1057	229	100
1_1168	4_1850	229	100
1_1168	5_1814	229	100
1_1169	2_1460	726	100
1_1169	3_1058	724	99.72
1_1169	4_1851	724	99.72
1_1169	5_1813	700	95.51
1_117	2_1086	1384	100
1_117	3_1831	1370	98.86
1_117	4_264	1358	98
1_117	5_1248	1316	94.44
1_1170	2_1459	1606	100
1_1170	3_1059	1606	100
1_1170	4_1852	1578	97.93
1_1170	5_1812	1491	91.97
1_1171	2_1458	808	100
1_1171	3_1060	808	100
1_1171	4_1853	752	91.18
1_1171	5_1811	738	90.66
1_1172	2_1457	658	100
1_1172	3_1061	657	99.7
1_1172	4_1854	646	98.48
1_1172	5_1810	652	99.09
1_1173	2_1456	350	100
1_1173	3_1062	350	100
1_1173	4_1855	307	87.43
1_1173	5_1809	293	82.04
1_1174	2_1455	813	100
1_1174	3_1063	813	100
1_1174	4_1856	810	99.51
1_1174	5_1808	806	99.02
1_1175	2_1454	816	100
1_1175	3_1064	811	99.51
1_1175	4_1857	796	97.54
1_1175	5_1807	801	97.79
1_1176	2_1453	505	100
1_1176	3_1065	498	98.41
1_1176	4_1858	494	97.61
1_1176	5_1806	481	94.02
1_1177	2_1452	1295	100
1_1177	3_1066	1292	99.69
1_1177	4_1859	1278	98.47
1_1177	5_1805	1248	96.01
1_1178	2_1451	579	100
1_1178	3_1067	571	98.68
1_1178	4_1860	547	94.37
1_1178	5_1804	557	95.36
1_118	2_1087	619	100
1_118	3_1830	617	99.33
1_118	4_265	616	99.33
1_118	5_1249	612	98.32
1_1180	2_1449	874	100
1_1180	3_1069	870	99.55
1_1180	5_1802	776	86.61
1_1181	2_1448	963	100
1_1181	3_1070	951	98.7
1_1181	4_1862	682	69.4
1_1181	5_1801	669	69.25
1_1182	2_1447	1181	100
1_1182	3_1071	1181	100
1_1182	4_1863	1179	99.83
1_1182	5_1800	1176	99.33
1_1183	2_1446	619	100
1_1183	3_1072	617	99.69
1_1183	4_1864	568	88.82
1_1183	5_1799	573	91.3
1_1184	2_1445	1001	100
1_1184	3_1073	977	98.45
1_1184	4_1865	682	70.69
1_1184	5_1847	582	59.57
1_1185	2_1444	482	100
1_1185	3_1074	477	98.76
1_1185	4_1866	337	71.37
1_1185	5_1846	355	75.52
1_1186	2_1443	563	100
1_1186	3_1075	561	99.64
1_1186	4_1867	555	97.45
1_1186	5_1845	538	94.91
1_1187	2_1442	374	100
1_1187	3_1076	374	100
1_1187	4_1868	374	100
1_1187	5_1844	371	98.94
1_1188	2_1441	711	100
1_1188	3_1077	709	99.72
1_1188	4_1869	684	96.33
1_1188	5_1843	635	88.42
1_1189	2_1440	667	100
1_1189	3_1078	667	100
1_1189	4_1870	642	96.1
1_1189	5_1842	593	87.99
1_119	2_1088	533	100
1_119	3_1829	526	98.11
1_119	4_266	473	91.29
1_119	5_1250	471	91.67
1_1190	2_1439	291	100
1_1190	3_1079	290	99.25
1_1190	4_1871	219	73.13
1_1190	5_1841	241	81.34
1_1191	2_1438	475	100
1_1191	3_1080	473	99.57
1_1191	4_1872	338	68.24
1_1191	5_1840	371	75.97
1_1192	2_1437	385	100
1_1192	3_1081	382	99.48
1_1192	4_1873	273	71.35
1_1192	5_1839	299	76.04
1_1193	2_1436	296	100
1_1193	3_1082	293	98.6
1_1193	4_1874	160	55.24
1_1193	5_1838	184	61.54
1_1194	2_1435	146	100
1_1194	3_1083	146	100
1_1194	4_1875	105	70.89
1_1194	5_1837	118	81.82
1_1195	2_1434	247	100
1_1195	3_1084	247	100
1_1195	4_1876	202	80
1_1195	5_1836	205	82.31
1_1197	2_1432	389	100
1_1197	3_1086	380	98.94
1_1197	4_1878	288	71.43
1_1197	5_1834	295	74.6
1_1198	2_1431	549	100
1_1198	3_1087	549	100
1_1198	4_1879	535	96.68
1_1198	5_1833	531	96.31
1_12	2_980	258	100
1_12	3_1936	257	99.18
1_12	4_159	217	82.26
1_12	5_1138	197	74.59
1_120	2_1089	1081	100
1_120	3_1828	1077	99.44
1_120	4_267	906	82.9
1_120	5_1251	952	85.69
1_1201	2_650	327	100
1_1201	3_73	323	98.25
1_1202	2_651	340	100
1_1202	3_74	338	99.43
1_1203	2_652	1207	100
1_1203	3_75	1192	98.68
1_1204	2_653	855	100
1_1204	3_76	849	99.08
1_1205	2_654	420	100
1_1205	3_77	419	83.86
1_1206	2_655	1305	99.85
1_1206	3_78	1306	99.85
1_1207	2_656	672	100
1_1207	3_79	669	99.4
1_1208	2_657	1776	100
1_1208	3_80	1770	99.66
1_1209	2_658	2147	100
1_1209	3_81	2143	99.81
1_121	2_1090	647	100
1_121	3_1827	647	100
1_121	4_268	462	72.15
1_121	5_1252	301	46.2
1_1210	2_659	397	100
1_1210	3_82	397	100
1_1212	2_661	1174	100
1_1212	3_83	1162	70.04
1_1212	4_1594	787	48.8
1_1212	5_1733	1093	65.36
1_1213	2_662	1013	100
1_1213	3_84	1002	98.57
1_1213	4_1595	667	66.6
1_1213	5_1732	952	92.15
1_1214	2_663	367	100
1_1214	3_85	366	99.45
1_1214	4_1596	166	49.45
1_1214	5_1731	321	87.43
1_1215	2_664	701	100
1_1215	3_86	695	99.44
1_1215	4_1597	560	79.1
1_1215	5_1730	668	95.2
1_1216	2_665	457	100
1_1216	3_87	455	99.57
1_1216	4_1598	398	85.65
1_1216	5_1729	428	93.04
1_1217	2_666	460	100
1_1217	3_88	454	98.68
1_1217	4_1599	436	93.83
1_1217	5_1728	354	79.3
1_1218	2_667	629	100
1_1218	3_89	626	99.68
1_1218	4_1600	616	97.15
1_1218	5_1727	598	94.3
1_1219	2_668	194	100
1_1219	3_90	192	98.92
1_1219	4_1601	184	95.7
1_1219	5_1726	166	84.95
1_122	2_1091	1220	100
1_122	3_1826	1220	100
1_122	4_269	1212	99.01
1_122	5_1253	1187	96.7
1_1220	2_669	555	100
1_1221	2_670	89.4	100
1_1222	2_671	208	100
1_1223	2_672	1414	100
1_1223	3_94	1405	99.57
1_1223	4_1603	1370	93.38
1_1223	5_1724	1225	84.14
1_1224	2_673	957	100
1_1224	3_95	947	99.38
